candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",72.95,89,Antioquia,Entrerrios
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",27.04,33,Antioquia,Entrerrios
votos no marcados,votos no marcados,,6,Antioquia,Entrerrios
votos nulos,votos nulos,,3,Antioquia,Entrerrios
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.59,729,Putumayo,Colon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.4,18,Putumayo,Colon
votos no marcados,votos no marcados,,13,Putumayo,Colon
votos nulos,votos nulos,,3,Putumayo,Colon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.89,1107,Cauca,Suarez
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.1,72,Cauca,Suarez
votos no marcados,votos no marcados,,51,Cauca,Suarez
votos nulos,votos nulos,,22,Cauca,Suarez
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.51,6510,Santander,Giron
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.48,1379,Santander,Giron
votos no marcados,votos no marcados,,236,Santander,Giron
votos nulos,votos nulos,,207,Santander,Giron
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.15,263,Huila,Oporapa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.84,32,Huila,Oporapa
votos no marcados,votos no marcados,,12,Huila,Oporapa
votos nulos,votos nulos,,4,Huila,Oporapa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.2,175,Meta,La Macarena
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.79,19,Meta,La Macarena
votos no marcados,votos no marcados,,8,Meta,La Macarena
votos nulos,votos nulos,,8,Meta,La Macarena
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.91,832,Tolima,Melgar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.08,264,Tolima,Melgar
votos no marcados,votos no marcados,,46,Tolima,Melgar
votos nulos,votos nulos,,35,Tolima,Melgar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.63,242,Meta,Puerto Concordia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.36,25,Meta,Puerto Concordia
votos no marcados,votos no marcados,,17,Meta,Puerto Concordia
votos nulos,votos nulos,,6,Meta,Puerto Concordia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.91,4540,Cundinamarca,Madrid
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.08,1071,Cundinamarca,Madrid
votos no marcados,votos no marcados,,141,Cundinamarca,Madrid
votos nulos,votos nulos,,263,Cundinamarca,Madrid
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.64,50,Tolima,Roncesvalles
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.35,12,Tolima,Roncesvalles
votos no marcados,votos no marcados,,2,Tolima,Roncesvalles
votos nulos,votos nulos,,1,Tolima,Roncesvalles
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",79.13,110,Cundinamarca,Nariño
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.86,29,Cundinamarca,Nariño
votos no marcados,votos no marcados,,9,Cundinamarca,Nariño
votos nulos,votos nulos,,3,Cundinamarca,Nariño
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.0,92,Santander,El Peñon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.0,8,Santander,El Peñon
votos no marcados,votos no marcados,,6,Santander,El Peñon
votos nulos,votos nulos,,1,Santander,El Peñon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.58,1949,La Guajira,Urumita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.41,90,La Guajira,Urumita
votos no marcados,votos no marcados,,30,La Guajira,Urumita
votos nulos,votos nulos,,20,La Guajira,Urumita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.81,63,Boyaca,Pachavita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.18,14,Boyaca,Pachavita
votos no marcados,votos no marcados,,8,Boyaca,Pachavita
votos nulos,votos nulos,,1,Boyaca,Pachavita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.87,378,Huila,Palestina
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.12,29,Huila,Palestina
votos no marcados,votos no marcados,,21,Huila,Palestina
votos nulos,votos nulos,,13,Huila,Palestina
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",68.41,327,Magdalena,Zapayan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",31.58,151,Magdalena,Zapayan
votos no marcados,votos no marcados,,23,Magdalena,Zapayan
votos nulos,votos nulos,,5,Magdalena,Zapayan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",74.13,43,Norte De San,Durania
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",25.86,15,Norte De San,Durania
votos no marcados,votos no marcados,,2,Norte De San,Durania
votos nulos,votos nulos,,3,Norte De San,Durania
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.42,1564,Cauca,El Tambo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.57,110,Cauca,El Tambo
votos no marcados,votos no marcados,,100,Cauca,El Tambo
votos nulos,votos nulos,,45,Cauca,El Tambo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.4,1410,Cesar,Tamalameque
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.59,185,Cesar,Tamalameque
votos no marcados,votos no marcados,,36,Cesar,Tamalameque
votos nulos,votos nulos,,23,Cesar,Tamalameque
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.03,454,Santander,Landazuri
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.96,34,Santander,Landazuri
votos no marcados,votos no marcados,,15,Santander,Landazuri
votos nulos,votos nulos,,15,Santander,Landazuri
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.35,264,Guaviare,Calamar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.64,10,Guaviare,Calamar
votos no marcados,votos no marcados,,6,Guaviare,Calamar
votos nulos,votos nulos,,4,Guaviare,Calamar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.65,194,Caqueta,Curillo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.34,20,Caqueta,Curillo
votos no marcados,votos no marcados,,17,Caqueta,Curillo
votos nulos,votos nulos,,5,Caqueta,Curillo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.0,22,Boyaca,Chivor
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.0,3,Boyaca,Chivor
votos no marcados,votos no marcados,,3,Boyaca,Chivor
votos nulos,votos nulos,,0,Boyaca,Chivor
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.31,326,Boyaca,Pauna
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.68,31,Boyaca,Pauna
votos no marcados,votos no marcados,,22,Boyaca,Pauna
votos nulos,votos nulos,,6,Boyaca,Pauna
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.58,163,Meta,San Carlos De Guaroa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.41,32,Meta,San Carlos De Guaroa
votos no marcados,votos no marcados,,18,Meta,San Carlos De Guaroa
votos nulos,votos nulos,,8,Meta,San Carlos De Guaroa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.95,51,Cundinamarca,El Peñon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.04,12,Cundinamarca,El Peñon
votos no marcados,votos no marcados,,8,Cundinamarca,El Peñon
votos nulos,votos nulos,,2,Cundinamarca,El Peñon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.56,2007,Arauca,Arauquita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.43,138,Arauca,Arauquita
votos no marcados,votos no marcados,,72,Arauca,Arauquita
votos nulos,votos nulos,,43,Arauca,Arauquita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.3,399,Huila,Yaguara
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.69,38,Huila,Yaguara
votos no marcados,votos no marcados,,8,Huila,Yaguara
votos nulos,votos nulos,,12,Huila,Yaguara
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.83,1589,Nariño,El Charco
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.16,241,Nariño,El Charco
votos no marcados,votos no marcados,,547,Nariño,El Charco
votos nulos,votos nulos,,51,Nariño,El Charco
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.92,123,Antioquia,Amalfi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.07,39,Antioquia,Amalfi
votos no marcados,votos no marcados,,36,Antioquia,Amalfi
votos nulos,votos nulos,,4,Antioquia,Amalfi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",85.26,191,Cundinamarca,Zipacon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",14.73,33,Cundinamarca,Zipacon
votos no marcados,votos no marcados,,5,Cundinamarca,Zipacon
votos nulos,votos nulos,,9,Cundinamarca,Zipacon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.9,772,Bolivar,Regidor
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.09,59,Bolivar,Regidor
votos no marcados,votos no marcados,,73,Bolivar,Regidor
votos nulos,votos nulos,,10,Bolivar,Regidor
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.55,588,Putumayo,Puerto Leguizamo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.44,76,Putumayo,Puerto Leguizamo
votos no marcados,votos no marcados,,66,Putumayo,Puerto Leguizamo
votos nulos,votos nulos,,15,Putumayo,Puerto Leguizamo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.32,1629,Sucre,Coveñas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.67,98,Sucre,Coveñas
votos no marcados,votos no marcados,,34,Sucre,Coveñas
votos nulos,votos nulos,,20,Sucre,Coveñas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.54,132,Cundinamarca,Yacopi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.45,26,Cundinamarca,Yacopi
votos no marcados,votos no marcados,,12,Cundinamarca,Yacopi
votos nulos,votos nulos,,2,Cundinamarca,Yacopi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.3,506,Cundinamarca,Chipaque
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.69,67,Cundinamarca,Chipaque
votos no marcados,votos no marcados,,6,Cundinamarca,Chipaque
votos nulos,votos nulos,,11,Cundinamarca,Chipaque
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.83,544,Huila,Villavieja
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.16,42,Huila,Villavieja
votos no marcados,votos no marcados,,10,Huila,Villavieja
votos nulos,votos nulos,,7,Huila,Villavieja
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.59,54,Antioquia,Angostura
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.4,13,Antioquia,Angostura
votos no marcados,votos no marcados,,5,Antioquia,Angostura
votos nulos,votos nulos,,2,Antioquia,Angostura
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.12,2300,Nariño,Policarpa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.87,68,Nariño,Policarpa
votos no marcados,votos no marcados,,100,Nariño,Policarpa
votos nulos,votos nulos,,24,Nariño,Policarpa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.99,495,Caqueta,Puerto Rico
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.0,49,Caqueta,Puerto Rico
votos no marcados,votos no marcados,,27,Caqueta,Puerto Rico
votos nulos,votos nulos,,9,Caqueta,Puerto Rico
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.7,1436,Nariño,Yacuanquer
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.29,49,Nariño,Yacuanquer
votos no marcados,votos no marcados,,85,Nariño,Yacuanquer
votos nulos,votos nulos,,26,Nariño,Yacuanquer
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",79.87,4226,Magdalena,Plato
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.12,1065,Magdalena,Plato
votos no marcados,votos no marcados,,218,Magdalena,Plato
votos nulos,votos nulos,,78,Magdalena,Plato
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.94,553,Valle,Trujillo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.05,98,Valle,Trujillo
votos no marcados,votos no marcados,,41,Valle,Trujillo
votos nulos,votos nulos,,23,Valle,Trujillo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.28,50,Santander,San Joaquin
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.71,6,Santander,San Joaquin
votos no marcados,votos no marcados,,2,Santander,San Joaquin
votos nulos,votos nulos,,1,Santander,San Joaquin
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.4,456,Bolivar,TIquisio (pto. Rico)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.59,27,Bolivar,TIquisio (pto. Rico)
votos no marcados,votos no marcados,,18,Bolivar,TIquisio (pto. Rico)
votos nulos,votos nulos,,4,Bolivar,TIquisio (pto. Rico)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.33,10640,Choco,Quibdo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.66,760,Choco,Quibdo
votos no marcados,votos no marcados,,564,Choco,Quibdo
votos nulos,votos nulos,,415,Choco,Quibdo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.76,244,Boyaca,Mongui
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.23,34,Boyaca,Mongui
votos no marcados,votos no marcados,,2,Boyaca,Mongui
votos nulos,votos nulos,,8,Boyaca,Mongui
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.35,1458,Cesar,Pueblo Bello
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.64,71,Cesar,Pueblo Bello
votos no marcados,votos no marcados,,152,Cesar,Pueblo Bello
votos nulos,votos nulos,,31,Cesar,Pueblo Bello
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.05,643,Boyaca,Saboya
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.94,48,Boyaca,Saboya
votos no marcados,votos no marcados,,28,Boyaca,Saboya
votos nulos,votos nulos,,19,Boyaca,Saboya
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.3,231,Boyaca,Corrales
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.69,22,Boyaca,Corrales
votos no marcados,votos no marcados,,3,Boyaca,Corrales
votos nulos,votos nulos,,5,Boyaca,Corrales
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.4,266,Boyaca,Tinjaca
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.59,25,Boyaca,Tinjaca
votos no marcados,votos no marcados,,7,Boyaca,Tinjaca
votos nulos,votos nulos,,4,Boyaca,Tinjaca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",73.59,984,Magdalena,Algarrobo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",26.4,353,Magdalena,Algarrobo
votos no marcados,votos no marcados,,93,Magdalena,Algarrobo
votos nulos,votos nulos,,20,Magdalena,Algarrobo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.96,541,Boyaca,Santa Rosa De Viterbo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.03,74,Boyaca,Santa Rosa De Viterbo
votos no marcados,votos no marcados,,14,Boyaca,Santa Rosa De Viterbo
votos nulos,votos nulos,,13,Boyaca,Santa Rosa De Viterbo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",98.47,453,Cauca,Santa Rosa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",1.52,7,Cauca,Santa Rosa
votos no marcados,votos no marcados,,11,Cauca,Santa Rosa
votos nulos,votos nulos,,8,Cauca,Santa Rosa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.45,235,Cundinamarca,La Palma
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.54,50,Cundinamarca,La Palma
votos no marcados,votos no marcados,,18,Cundinamarca,La Palma
votos nulos,votos nulos,,6,Cundinamarca,La Palma
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.48,870,Boyaca,Tibasosa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.51,81,Boyaca,Tibasosa
votos no marcados,votos no marcados,,9,Boyaca,Tibasosa
votos nulos,votos nulos,,19,Boyaca,Tibasosa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",85.27,249,Antioquia,San Vicente
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",14.72,43,Antioquia,San Vicente
votos no marcados,votos no marcados,,12,Antioquia,San Vicente
votos nulos,votos nulos,,7,Antioquia,San Vicente
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.01,381,Cundinamarca,Nocaima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.98,47,Cundinamarca,Nocaima
votos no marcados,votos no marcados,,4,Cundinamarca,Nocaima
votos nulos,votos nulos,,9,Cundinamarca,Nocaima
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.21,753,Cauca,Buenos Aires
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.78,91,Cauca,Buenos Aires
votos no marcados,votos no marcados,,79,Cauca,Buenos Aires
votos nulos,votos nulos,,59,Cauca,Buenos Aires
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.17,513,Nariño,Barbacoas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.82,119,Nariño,Barbacoas
votos no marcados,votos no marcados,,207,Nariño,Barbacoas
votos nulos,votos nulos,,22,Nariño,Barbacoas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.1,12161,Quindio,Armenia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.89,3021,Quindio,Armenia
votos no marcados,votos no marcados,,446,Quindio,Armenia
votos nulos,votos nulos,,345,Quindio,Armenia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.54,386,Boyaca,Aquitania (puebloviejo)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.45,60,Boyaca,Aquitania (puebloviejo)
votos no marcados,votos no marcados,,17,Boyaca,Aquitania (puebloviejo)
votos nulos,votos nulos,,10,Boyaca,Aquitania (puebloviejo)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.4,46,Santander,Charta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.59,15,Santander,Charta
votos no marcados,votos no marcados,,4,Santander,Charta
votos nulos,votos nulos,,2,Santander,Charta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.31,2666,Valle,Zarzal
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.68,222,Valle,Zarzal
votos no marcados,votos no marcados,,76,Valle,Zarzal
votos nulos,votos nulos,,96,Valle,Zarzal
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.4,209,Cundinamarca,Guacheta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.59,61,Cundinamarca,Guacheta
votos no marcados,votos no marcados,,7,Cundinamarca,Guacheta
votos nulos,votos nulos,,18,Cundinamarca,Guacheta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",67.33,101,Cundinamarca,Alban
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",32.66,49,Cundinamarca,Alban
votos no marcados,votos no marcados,,1,Cundinamarca,Alban
votos nulos,votos nulos,,5,Cundinamarca,Alban
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.4,122,Casanare,Sabanalarga
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.59,16,Casanare,Sabanalarga
votos no marcados,votos no marcados,,4,Casanare,Sabanalarga
votos nulos,votos nulos,,3,Casanare,Sabanalarga
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.0,77,Norte De San,Arboledas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.0,23,Norte De San,Arboledas
votos no marcados,votos no marcados,,14,Norte De San,Arboledas
votos nulos,votos nulos,,1,Norte De San,Arboledas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",76.69,102,Caldas,Risaralda
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.3,31,Caldas,Risaralda
votos no marcados,votos no marcados,,42,Caldas,Risaralda
votos nulos,votos nulos,,6,Caldas,Risaralda
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.12,726,Boyaca,Garagoa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.87,117,Boyaca,Garagoa
votos no marcados,votos no marcados,,6,Boyaca,Garagoa
votos nulos,votos nulos,,15,Boyaca,Garagoa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.41,695,Nariño,Potosi
